English,Tovian,IPA,Roots
auxiliary-form: 1st potential passive near (present),ishopatla, / iʃ.op.ˈaƛ.a / ,_
auxiliary-form: 1st potential passive perfect (future),ishopalho, / iʃ.op.ˈaɬ.o / ,_
auxiliary-form: 1st potential passive perfect (past),ishopalhe, / iʃ.op.ˈaɬ.e / ,_
auxiliary-form: 1st potential passive perfect (present),ishopalha, / iʃ.op.ˈaɬ.a / ,_
auxiliary-form: 1st potential passive progressive (future),ishopaso, / iʃ.op.ˈas.o / ,_
auxiliary-form: 1st potential passive progressive (past),ishopase, / iʃ.op.ˈas.e / ,_
auxiliary-form: 1st potential passive progressive (present),ishopasa, / iʃ.op.ˈas.a / ,_
auxiliary-form: 1st potential passive remote (future),ishopaho, / iʃ.op.ˈah.o / ,_
auxiliary-form: 1st potential passive remote (past),ishopahe, / iʃ.op.ˈah.e / ,_
auxiliary-form: 1st potential passive remote (present),ishopaha, / iʃ.op.ˈah.a / ,_
auxiliary-form: 1st potential passive simple (future),ishopafo, / iʃ.op.ˈaf.o / ,_
auxiliary-form: 1st potential passive simple (past),ishopafe, / iʃ.op.ˈaf.e / ,_
auxiliary-form: 1st potential passive simple (present),ishopafa, / iʃ.op.ˈaf.a / ,_
auxiliary-form: 1st potential perfect (future),isholho, / iʃ.ˈoɬ.o / ,_
auxiliary-form: 1st potential perfect (past),isholhe, / iʃ.ˈoɬ.e / ,_
auxiliary-form: 1st potential perfect (present),isholha, / iʃ.ˈoɬ.a / ,_
auxiliary-form: 1st potential progressive (future),ishoso, / iʃ.ˈos.o / ,_
auxiliary-form: 1st potential progressive (past),ishose, / iʃ.ˈos.e / ,_
auxiliary-form: 1st potential progressive (present),ishosa, / iʃ.ˈos.a / ,_
auxiliary-form: 1st potential reciprocal cessative (future),ishorapo, / iʃ.or.ˈap.o / ,_
auxiliary-form: 1st potential reciprocal cessative (past),ishorape, / iʃ.or.ˈap.e / ,_
auxiliary-form: 1st potential reciprocal cessative (present),ishorapa, / iʃ.or.ˈap.a / ,_
auxiliary-form: 1st potential reciprocal continuous (future),ishorasho, / iʃ.or.ˈaʃ.o / ,_
auxiliary-form: 1st potential reciprocal continuous (past),ishorashe, / iʃ.or.ˈaʃ.e / ,_
auxiliary-form: 1st potential reciprocal continuous (present),ishorasha, / iʃ.or.ˈaʃ.a / ,_
auxiliary-form: 1st potential reciprocal habitual (future),ishoramo, / iʃ.or.ˈam.o / ,_
auxiliary-form: 1st potential reciprocal habitual (past),ishorame, / iʃ.or.ˈam.e / ,_
auxiliary-form: 1st potential reciprocal habitual (present),ishorama, / iʃ.or.ˈam.a / ,_
auxiliary-form: 1st potential reciprocal immediate (future),ishorako, / iʃ.or.ˈak.o / ,_
auxiliary-form: 1st potential reciprocal immediate (past),ishorake, / iʃ.or.ˈak.e / ,_
auxiliary-form: 1st potential reciprocal immediate (present),ishoraka, / iʃ.or.ˈak.a / ,_
auxiliary-form: 1st potential reciprocal imperfective (future),ishoratho, / iʃ.or.ˈaθ.o / ,_
auxiliary-form: 1st potential reciprocal imperfective (past),ishorathe, / iʃ.or.ˈaθ.e / ,_
auxiliary-form: 1st potential reciprocal imperfective (present),ishoratha, / iʃ.or.ˈaθ.a / ,_
auxiliary-form: 1st potential reciprocal inceptive (future),ishorayo, / iʃ.or.ˈaj.o / ,_
auxiliary-form: 1st potential reciprocal inceptive (past),ishoraye, / iʃ.or.ˈaj.e / ,_
auxiliary-form: 1st potential reciprocal inceptive (present),ishoraya, / iʃ.or.ˈaj.a / ,_
auxiliary-form: 1st potential reciprocal iterative (future),ishorano, / iʃ.or.ˈan.o / ,_
auxiliary-form: 1st potential reciprocal iterative (past),ishorane, / iʃ.or.ˈan.e / ,_
auxiliary-form: 1st potential reciprocal iterative (present),ishorana, / iʃ.or.ˈan.a / ,_
auxiliary-form: 1st potential reciprocal near (future),ishoratlo, / iʃ.or.ˈaƛ.o / ,_
auxiliary-form: 1st potential reciprocal near (past),ishoratle, / iʃ.or.ˈaƛ.e / ,_
auxiliary-form: 1st potential reciprocal near (present),ishoratla, / iʃ.or.ˈaƛ.a / ,_
auxiliary-form: 1st potential reciprocal perfect (future),ishoralho, / iʃ.or.ˈaɬ.o / ,_
auxiliary-form: 1st potential reciprocal perfect (past),ishoralhe, / iʃ.or.ˈaɬ.e / ,_
auxiliary-form: 1st potential reciprocal perfect (present),ishoralha, / iʃ.or.ˈaɬ.a / ,_
auxiliary-form: 1st potential reciprocal progressive (future),ishoraso, / iʃ.or.ˈas.o / ,_
auxiliary-form: 1st potential reciprocal progressive (past),ishorase, / iʃ.or.ˈas.e / ,_
auxiliary-form: 1st potential reciprocal progressive (present),ishorasa, / iʃ.or.ˈas.a / ,_
auxiliary-form: 1st potential reciprocal remote (future),ishoraho, / iʃ.or.ˈah.o / ,_
auxiliary-form: 1st potential reciprocal remote (past),ishorahe, / iʃ.or.ˈah.e / ,_
auxiliary-form: 1st potential reciprocal remote (present),ishoraha, / iʃ.or.ˈah.a / ,_
auxiliary-form: 1st potential reciprocal simple (future),ishorafo, / iʃ.or.ˈaf.o / ,_
auxiliary-form: 1st potential reciprocal simple (past),ishorafe, / iʃ.or.ˈaf.e / ,_
auxiliary-form: 1st potential reciprocal simple (present),ishorafa, / iʃ.or.ˈaf.a / ,_
auxiliary-form: 1st potential reflexive cessative (future),ishotepo, / iʃ.ot.ˈep.o / ,_
auxiliary-form: 1st potential reflexive cessative (past),ishotepe, / iʃ.ot.ˈep.e / ,_
auxiliary-form: 1st potential reflexive cessative (present),ishotepa, / iʃ.ot.ˈep.a / ,_
auxiliary-form: 1st potential reflexive continuous (future),ishotesho, / iʃ.ot.ˈeʃ.o / ,_
auxiliary-form: 1st potential reflexive continuous (past),ishoteshe, / iʃ.ot.ˈeʃ.e / ,_
auxiliary-form: 1st potential reflexive continuous (present),ishotesha, / iʃ.ot.ˈeʃ.a / ,_
auxiliary-form: 1st potential reflexive habitual (future),ishotemo, / iʃ.ot.ˈem.o / ,_
auxiliary-form: 1st potential reflexive habitual (past),ishoteme, / iʃ.ot.ˈem.e / ,_
auxiliary-form: 1st potential reflexive habitual (present),ishotema, / iʃ.ot.ˈem.a / ,_
auxiliary-form: 1st potential reflexive immediate (future),ishoteko, / iʃ.ot.ˈek.o / ,_
auxiliary-form: 1st potential reflexive immediate (past),ishoteke, / iʃ.ot.ˈek.e / ,_
auxiliary-form: 1st potential reflexive immediate (present),ishoteka, / iʃ.ot.ˈek.a / ,_
auxiliary-form: 1st potential reflexive imperfective (future),ishotetho, / iʃ.ot.ˈeθ.o / ,_
auxiliary-form: 1st potential reflexive imperfective (past),ishotethe, / iʃ.ot.ˈeθ.e / ,_
auxiliary-form: 1st potential reflexive imperfective (present),ishotetha, / iʃ.ot.ˈeθ.a / ,_
auxiliary-form: 1st potential reflexive inceptive (future),ishoteyo, / iʃ.ot.ˈej.o / ,_
auxiliary-form: 1st potential reflexive inceptive (past),ishoteye, / iʃ.ot.ˈej.e / ,_
auxiliary-form: 1st potential reflexive inceptive (present),ishoteya, / iʃ.ot.ˈej.a / ,_
auxiliary-form: 1st potential reflexive iterative (future),ishoteno, / iʃ.ot.ˈen.o / ,_
auxiliary-form: 1st potential reflexive iterative (past),ishotene, / iʃ.ot.ˈen.e / ,_
auxiliary-form: 1st potential reflexive iterative (present),ishotena, / iʃ.ot.ˈen.a / ,_
auxiliary-form: 1st potential reflexive near (future),ishotetlo, / iʃ.ot.ˈeƛ.o / ,_
auxiliary-form: 1st potential reflexive near (past),ishotetle, / iʃ.ot.ˈeƛ.e / ,_
auxiliary-form: 1st potential reflexive near (present),ishotetla, / iʃ.ot.ˈeƛ.a / ,_
auxiliary-form: 1st potential reflexive perfect (future),ishotelho, / iʃ.ot.ˈeɬ.o / ,_
auxiliary-form: 1st potential reflexive perfect (past),ishotelhe, / iʃ.ot.ˈeɬ.e / ,_
auxiliary-form: 1st potential reflexive perfect (present),ishotelha, / iʃ.ot.ˈeɬ.a / ,_
auxiliary-form: 1st potential reflexive progressive (future),ishoteso, / iʃ.ot.ˈes.o / ,_
auxiliary-form: 1st potential reflexive progressive (past),ishotese, / iʃ.ot.ˈes.e / ,_
auxiliary-form: 1st potential reflexive progressive (present),ishotesa, / iʃ.ot.ˈes.a / ,_
auxiliary-form: 1st potential reflexive remote (future),ishoteho, / iʃ.ot.ˈeh.o / ,_
auxiliary-form: 1st potential reflexive remote (past),ishotehe, / iʃ.ot.ˈeh.e / ,_
auxiliary-form: 1st potential reflexive remote (present),ishoteha, / iʃ.ot.ˈeh.a / ,_
auxiliary-form: 1st potential reflexive simple (future),ishotefo, / iʃ.ot.ˈef.o / ,_
auxiliary-form: 1st potential reflexive simple (past),ishotefe, / iʃ.ot.ˈef.e / ,_
auxiliary-form: 1st potential reflexive simple (present),ishotefa, / iʃ.ot.ˈef.a / ,_
auxiliary-form: 1st potential remote (future),ishoho, / iʃ.ˈoh.o / ,_
auxiliary-form: 1st potential remote (past),ishohe, / iʃ.ˈoh.e / ,_
auxiliary-form: 1st potential remote (present),ishoha, / iʃ.ˈoh.a / ,_
auxiliary-form: 1st potential simple (future),ishofo, / iʃ.ˈof.o / ,_
auxiliary-form: 1st potential simple (past),ishofe, / iʃ.ˈof.e / ,_
auxiliary-form: 1st potential simple (present),ishofa, / iʃ.ˈof.a / ,_
auxiliary-form: 1st progressive (future),iso, / ˈis.o / ,_
auxiliary-form: 1st progressive (past),ise, / ˈis.e / ,_
auxiliary-form: 1st progressive (present),isa, / ˈis.a / ,_
auxiliary-form: 1st reciprocal cessative (future),irapo, / ir.ˈap.o / ,_
auxiliary-form: 1st reciprocal cessative (past),irape, / ir.ˈap.e / ,_
auxiliary-form: 1st reciprocal cessative (present),irapa, / ir.ˈap.a / ,_
auxiliary-form: 1st reciprocal continuous (future),irasho, / ir.ˈaʃ.o / ,_
auxiliary-form: 1st reciprocal continuous (past),irashe, / ir.ˈaʃ.e / ,_
auxiliary-form: 1st reciprocal continuous (present),irasha, / ir.ˈaʃ.a / ,_
auxiliary-form: 1st reciprocal habitual (future),iramo, / ir.ˈam.o / ,_
auxiliary-form: 1st reciprocal habitual (past),irame, / ir.ˈam.e / ,_
auxiliary-form: 1st reciprocal habitual (present),irama, / ir.ˈam.a / ,_
auxiliary-form: 1st reciprocal immediate (future),irako, / ir.ˈak.o / ,_
auxiliary-form: 1st reciprocal immediate (past),irake, / ir.ˈak.e / ,_
auxiliary-form: 1st reciprocal immediate (present),iraka, / ir.ˈak.a / ,_
auxiliary-form: 1st reciprocal imperfective (future),iratho, / ir.ˈaθ.o / ,_
auxiliary-form: 1st reciprocal imperfective (past),irathe, / ir.ˈaθ.e / ,_
auxiliary-form: 1st reciprocal imperfective (present),iratha, / ir.ˈaθ.a / ,_
auxiliary-form: 1st reciprocal inceptive (future),irayo, / ir.ˈaj.o / ,_
auxiliary-form: 1st reciprocal inceptive (past),iraye, / ir.ˈaj.e / ,_
auxiliary-form: 1st reciprocal inceptive (present),iraya, / ir.ˈaj.a / ,_
auxiliary-form: 1st reciprocal iterative (future),irano, / ir.ˈan.o / ,_
auxiliary-form: 1st reciprocal iterative (past),irane, / ir.ˈan.e / ,_
auxiliary-form: 1st reciprocal iterative (present),irana, / ir.ˈan.a / ,_
auxiliary-form: 1st reciprocal near (future),iratlo, / ir.ˈaƛ.o / ,_
auxiliary-form: 1st reciprocal near (past),iratle, / ir.ˈaƛ.e / ,_
auxiliary-form: 1st reciprocal near (present),iratla, / ir.ˈaƛ.a / ,_
auxiliary-form: 1st reciprocal perfect (future),iralho, / ir.ˈaɬ.o / ,_
auxiliary-form: 1st reciprocal perfect (past),iralhe, / ir.ˈaɬ.e / ,_
auxiliary-form: 1st reciprocal perfect (present),iralha, / ir.ˈaɬ.a / ,_
auxiliary-form: 1st reciprocal progressive (future),iraso, / ir.ˈas.o / ,_
auxiliary-form: 1st reciprocal progressive (past),irase, / ir.ˈas.e / ,_
auxiliary-form: 1st reciprocal progressive (present),irasa, / ir.ˈas.a / ,_
auxiliary-form: 1st reciprocal remote (future),iraho, / ir.ˈah.o / ,_
auxiliary-form: 1st reciprocal remote (past),irahe, / ir.ˈah.e / ,_
auxiliary-form: 1st reciprocal remote (present),iraha, / ir.ˈah.a / ,_
auxiliary-form: 1st reciprocal simple (future),irafo, / ir.ˈaf.o / ,_
auxiliary-form: 1st reciprocal simple (past),irafe, / ir.ˈaf.e / ,_
auxiliary-form: 1st reciprocal simple (present),irafa, / ir.ˈaf.a / ,_
auxiliary-form: 1st reflexive cessative (future),itepo, / it.ˈep.o / ,_
auxiliary-form: 1st reflexive cessative (past),itepe, / it.ˈep.e / ,_
auxiliary-form: 1st reflexive cessative (present),itepa, / it.ˈep.a / ,_
auxiliary-form: 1st reflexive continuous (future),itesho, / it.ˈeʃ.o / ,_
auxiliary-form: 1st reflexive continuous (past),iteshe, / it.ˈeʃ.e / ,_
auxiliary-form: 1st reflexive continuous (present),itesha, / it.ˈeʃ.a / ,_
auxiliary-form: 1st reflexive habitual (future),itemo, / it.ˈem.o / ,_
auxiliary-form: 1st reflexive habitual (past),iteme, / it.ˈem.e / ,_
auxiliary-form: 1st reflexive habitual (present),itema, / it.ˈem.a / ,_
auxiliary-form: 1st reflexive immediate (future),iteko, / it.ˈek.o / ,_
auxiliary-form: 1st reflexive immediate (past),iteke, / it.ˈek.e / ,_
auxiliary-form: 1st reflexive immediate (present),iteka, / it.ˈek.a / ,_
auxiliary-form: 1st reflexive imperfective (future),itetho, / it.ˈeθ.o / ,_
auxiliary-form: 1st reflexive imperfective (past),itethe, / it.ˈeθ.e / ,_
auxiliary-form: 1st reflexive imperfective (present),itetha, / it.ˈeθ.a / ,_
auxiliary-form: 1st reflexive inceptive (future),iteyo, / it.ˈej.o / ,_
auxiliary-form: 1st reflexive inceptive (past),iteye, / it.ˈej.e / ,_
auxiliary-form: 1st reflexive inceptive (present),iteya, / it.ˈej.a / ,_
auxiliary-form: 1st reflexive iterative (future),iteno, / it.ˈen.o / ,_
auxiliary-form: 1st reflexive iterative (past),itene, / it.ˈen.e / ,_
auxiliary-form: 1st reflexive iterative (present),itena, / it.ˈen.a / ,_
auxiliary-form: 1st reflexive near (future),itetlo, / it.ˈeƛ.o / ,_
auxiliary-form: 1st reflexive near (past),itetle, / it.ˈeƛ.e / ,_
auxiliary-form: 1st reflexive near (present),itetla, / it.ˈeƛ.a / ,_
auxiliary-form: 1st reflexive perfect (future),itelho, / it.ˈeɬ.o / ,_
auxiliary-form: 1st reflexive perfect (past),itelhe, / it.ˈeɬ.e / ,_
auxiliary-form: 1st reflexive perfect (present),itelha, / it.ˈeɬ.a / ,_
auxiliary-form: 1st reflexive progressive (future),iteso, / it.ˈes.o / ,_
auxiliary-form: 1st reflexive progressive (past),itese, / it.ˈes.e / ,_
auxiliary-form: 1st reflexive progressive (present),itesa, / it.ˈes.a / ,_
auxiliary-form: 1st reflexive remote (future),iteho, / it.ˈeh.o / ,_
auxiliary-form: 1st reflexive remote (past),itehe, / it.ˈeh.e / ,_
auxiliary-form: 1st reflexive remote (present),iteha, / it.ˈeh.a / ,_
auxiliary-form: 1st reflexive simple (future),itefo, / it.ˈef.o / ,_
auxiliary-form: 1st reflexive simple (past),itefe, / it.ˈef.e / ,_
auxiliary-form: 1st reflexive simple (present),itefa, / it.ˈef.a / ,_
auxiliary-form: 1st remote (future),iho, / ˈih.o / ,_
auxiliary-form: 1st remote (past),ihe, / ˈih.e / ,_
auxiliary-form: 1st remote (present),iha, / ˈih.a / ,_
auxiliary-form: 1st simple (future),ifo, / ˈif.o / ,_
auxiliary-form: 1st simple (past),ife, / ˈif.e / ,_
auxiliary-form: 1st simple (present),ifa, / ˈif.a / ,_
auxiliary-form: 1st subjunctive causative cessative (future),iwikepo, / iw.ik.ˈep.o / ,_
auxiliary-form: 1st subjunctive causative cessative (past),iwikepe, / iw.ik.ˈep.e / ,_
auxiliary-form: 1st subjunctive causative cessative (present),iwikepa, / iw.ik.ˈep.a / ,_
auxiliary-form: 1st subjunctive causative continuous (future),iwikesho, / iw.ik.ˈeʃ.o / ,_
auxiliary-form: 1st subjunctive causative continuous (past),iwikeshe, / iw.ik.ˈeʃ.e / ,_
auxiliary-form: 1st subjunctive causative continuous (present),iwikesha, / iw.ik.ˈeʃ.a / ,_
auxiliary-form: 1st subjunctive causative habitual (future),iwikemo, / iw.ik.ˈem.o / ,_
auxiliary-form: 1st subjunctive causative habitual (past),iwikeme, / iw.ik.ˈem.e / ,_
auxiliary-form: 1st subjunctive causative habitual (present),iwikema, / iw.ik.ˈem.a / ,_
auxiliary-form: 1st subjunctive causative immediate (future),iwikeko, / iw.ik.ˈek.o / ,_
auxiliary-form: 1st subjunctive causative immediate (past),iwikeke, / iw.ik.ˈek.e / ,_
auxiliary-form: 1st subjunctive causative immediate (present),iwikeka, / iw.ik.ˈek.a / ,_
auxiliary-form: 1st subjunctive causative imperfective (future),iwiketho, / iw.ik.ˈeθ.o / ,_
auxiliary-form: 1st subjunctive causative imperfective (past),iwikethe, / iw.ik.ˈeθ.e / ,_
auxiliary-form: 1st subjunctive causative imperfective (present),iwiketha, / iw.ik.ˈeθ.a / ,_
auxiliary-form: 1st subjunctive causative inceptive (future),iwikeyo, / iw.ik.ˈej.o / ,_
auxiliary-form: 1st subjunctive causative inceptive (past),iwikeye, / iw.ik.ˈej.e / ,_
auxiliary-form: 1st subjunctive causative inceptive (present),iwikeya, / iw.ik.ˈej.a / ,_
auxiliary-form: 1st subjunctive causative iterative (future),iwikeno, / iw.ik.ˈen.o / ,_
auxiliary-form: 1st subjunctive causative iterative (past),iwikene, / iw.ik.ˈen.e / ,_
auxiliary-form: 1st subjunctive causative iterative (present),iwikena, / iw.ik.ˈen.a / ,_
auxiliary-form: 1st subjunctive causative near (future),iwiketlo, / iw.ik.ˈeƛ.o / ,_
auxiliary-form: 1st subjunctive causative near (past),iwiketle, / iw.ik.ˈeƛ.e / ,_
auxiliary-form: 1st subjunctive causative near (present),iwiketla, / iw.ik.ˈeƛ.a / ,_
auxiliary-form: 1st subjunctive causative perfect (future),iwikelho, / iw.ik.ˈeɬ.o / ,_
auxiliary-form: 1st subjunctive causative perfect (past),iwikelhe, / iw.ik.ˈeɬ.e / ,_
auxiliary-form: 1st subjunctive causative perfect (present),iwikelha, / iw.ik.ˈeɬ.a / ,_
auxiliary-form: 1st subjunctive causative progressive (future),iwikeso, / iw.ik.ˈes.o / ,_
auxiliary-form: 1st subjunctive causative progressive (past),iwikese, / iw.ik.ˈes.e / ,_
auxiliary-form: 1st subjunctive causative progressive (present),iwikesa, / iw.ik.ˈes.a / ,_
auxiliary-form: 1st subjunctive causative remote (future),iwikeho, / iw.ik.ˈeh.o / ,_
auxiliary-form: 1st subjunctive causative remote (past),iwikehe, / iw.ik.ˈeh.e / ,_
auxiliary-form: 1st subjunctive causative remote (present),iwikeha, / iw.ik.ˈeh.a / ,_
auxiliary-form: 1st subjunctive causative simple (future),iwikefo, / iw.ik.ˈef.o / ,_
auxiliary-form: 1st subjunctive causative simple (past),iwikefe, / iw.ik.ˈef.e / ,_
auxiliary-form: 1st subjunctive causative simple (present),iwikefa, / iw.ik.ˈef.a / ,_
auxiliary-form: 1st subjunctive cessative (future),iwipo, / iw.ˈip.o / ,_
auxiliary-form: 1st subjunctive cessative (past),iwipe, / iw.ˈip.e / ,_
auxiliary-form: 1st subjunctive cessative (present),iwipa, / iw.ˈip.a / ,_
auxiliary-form: 1st subjunctive continuous (future),iwisho, / iw.ˈiʃ.o / ,_
auxiliary-form: 1st subjunctive continuous (past),iwishe, / iw.ˈiʃ.e / ,_
auxiliary-form: 1st subjunctive continuous (present),iwisha, / iw.ˈiʃ.a / ,_
auxiliary-form: 1st subjunctive habitual (future),iwimo, / iw.ˈim.o / ,_
auxiliary-form: 1st subjunctive habitual (past),iwime, / iw.ˈim.e / ,_
auxiliary-form: 1st subjunctive habitual (present),iwima, / iw.ˈim.a / ,_
auxiliary-form: 1st subjunctive immediate (future),iwiko, / iw.ˈik.o / ,_
auxiliary-form: 1st subjunctive immediate (past),iwike, / iw.ˈik.e / ,_
auxiliary-form: 1st subjunctive immediate (present),iwika, / iw.ˈik.a / ,_
auxiliary-form: 1st subjunctive imperfective (future),iwitho, / iw.ˈiθ.o / ,_
auxiliary-form: 1st subjunctive imperfective (past),iwithe, / iw.ˈiθ.e / ,_
auxiliary-form: 1st subjunctive imperfective (present),iwitha, / iw.ˈiθ.a / ,_
auxiliary-form: 1st subjunctive inceptive (future),iwiyo, / iw.ˈij.o / ,_
auxiliary-form: 1st subjunctive inceptive (past),iwiye, / iw.ˈij.e / ,_
auxiliary-form: 1st subjunctive inceptive (present),iwiya, / iw.ˈij.a / ,_
auxiliary-form: 1st subjunctive iterative (future),iwino, / iw.ˈin.o / ,_
auxiliary-form: 1st subjunctive iterative (past),iwine, / iw.ˈin.e / ,_
auxiliary-form: 1st subjunctive iterative (present),iwina, / iw.ˈin.a / ,_
auxiliary-form: 1st subjunctive middle cessative (future),iwimopo, / iw.im.ˈop.o / ,_
auxiliary-form: 1st subjunctive middle cessative (past),iwimope, / iw.im.ˈop.e / ,_
auxiliary-form: 1st subjunctive middle cessative (present),iwimopa, / iw.im.ˈop.a / ,_
auxiliary-form: 1st subjunctive middle continuous (future),iwimosho, / iw.im.ˈoʃ.o / ,_
auxiliary-form: 1st subjunctive middle continuous (past),iwimoshe, / iw.im.ˈoʃ.e / ,_
auxiliary-form: 1st subjunctive middle continuous (present),iwimosha, / iw.im.ˈoʃ.a / ,_
auxiliary-form: 1st subjunctive middle habitual (future),iwimomo, / iw.im.ˈom.o / ,_
auxiliary-form: 1st subjunctive middle habitual (past),iwimome, / iw.im.ˈom.e / ,_
