english,tovian,tovian_ipa,gloss
aux_1_ctr_cau_nea_prs,iksoketla,iks.ok.ˈeƛ.a,auxiliary-form: 1st counterfactual causative near (present)
aux_1_ctr_cau_nea_fut,iksoketlo,iks.ok.ˈeƛ.o,auxiliary-form: 1st counterfactual causative near (future)
aux_1_ctr_cau_imm_pst,iksokeke,iks.ok.ˈek.e,auxiliary-form: 1st counterfactual causative immediate (past)
aux_1_ctr_cau_imm_prs,iksokeka,iks.ok.ˈek.a,auxiliary-form: 1st counterfactual causative immediate (present)
aux_1_ctr_cau_imm_fut,iksokeko,iks.ok.ˈek.o,auxiliary-form: 1st counterfactual causative immediate (future)
aux_1_ctr_cau_hab_pst,iksokeme,iks.ok.ˈem.e,auxiliary-form: 1st counterfactual causative habitual (past)
aux_1_ctr_cau_hab_prs,iksokema,iks.ok.ˈem.a,auxiliary-form: 1st counterfactual causative habitual (present)
aux_1_ctr_cau_hab_fut,iksokemo,iks.ok.ˈem.o,auxiliary-form: 1st counterfactual causative habitual (future)
aux_1_ctr_cau_pro_pst,iksokese,iks.ok.ˈes.e,auxiliary-form: 1st counterfactual causative progressive (past)
aux_1_ctr_cau_pro_prs,iksokesa,iks.ok.ˈes.a,auxiliary-form: 1st counterfactual causative progressive (present)
aux_1_ctr_cau_pro_fut,iksokeso,iks.ok.ˈes.o,auxiliary-form: 1st counterfactual causative progressive (future)
aux_1_ctr_cau_cnt_pst,iksokeshe,iks.ok.ˈeʃ.e,auxiliary-form: 1st counterfactual causative continuous (past)
aux_1_ctr_cau_cnt_prs,iksokesha,iks.ok.ˈeʃ.a,auxiliary-form: 1st counterfactual causative continuous (present)
aux_1_ctr_cau_cnt_fut,iksokesho,iks.ok.ˈeʃ.o,auxiliary-form: 1st counterfactual causative continuous (future)
aux_1_ctr_cau_itr_pst,iksokene,iks.ok.ˈen.e,auxiliary-form: 1st counterfactual causative iterative (past)
aux_1_ctr_cau_itr_prs,iksokena,iks.ok.ˈen.a,auxiliary-form: 1st counterfactual causative iterative (present)
aux_1_ctr_cau_itr_fut,iksokeno,iks.ok.ˈen.o,auxiliary-form: 1st counterfactual causative iterative (future)
aux_1_ctr_cau_inc_pst,iksokeye,iks.ok.ˈej.e,auxiliary-form: 1st counterfactual causative inceptive (past)
aux_1_ctr_cau_inc_prs,iksokeya,iks.ok.ˈej.a,auxiliary-form: 1st counterfactual causative inceptive (present)
aux_1_ctr_cau_inc_fut,iksokeyo,iks.ok.ˈej.o,auxiliary-form: 1st counterfactual causative inceptive (future)
aux_1_ctr_cau_ces_pst,iksokepe,iks.ok.ˈep.e,auxiliary-form: 1st counterfactual causative cessative (past)
aux_1_ctr_cau_ces_prs,iksokepa,iks.ok.ˈep.a,auxiliary-form: 1st counterfactual causative cessative (present)
aux_1_ctr_cau_ces_fut,iksokepo,iks.ok.ˈep.o,auxiliary-form: 1st counterfactual causative cessative (future)
aux_1_ctr_cau_rem_pst,iksokehe,iks.ok.ˈeh.e,auxiliary-form: 1st counterfactual causative remote (past)
aux_1_ctr_cau_rem_prs,iksokeha,iks.ok.ˈeh.a,auxiliary-form: 1st counterfactual causative remote (present)
aux_1_ctr_cau_rem_fut,iksokeho,iks.ok.ˈeh.o,auxiliary-form: 1st counterfactual causative remote (future)
aux_1_ctr_rec_sim_pst,iksorafe,iks.or.ˈaf.e,auxiliary-form: 1st counterfactual reciprocal simple (past)
aux_1_ctr_rec_sim_prs,iksorafa,iks.or.ˈaf.a,auxiliary-form: 1st counterfactual reciprocal simple (present)
aux_1_ctr_rec_sim_fut,iksorafo,iks.or.ˈaf.o,auxiliary-form: 1st counterfactual reciprocal simple (future)
aux_1_ctr_rec_ipf_pst,iksorathe,iks.or.ˈaθ.e,auxiliary-form: 1st counterfactual reciprocal imperfective (past)
aux_1_ctr_rec_ipf_prs,iksoratha,iks.or.ˈaθ.a,auxiliary-form: 1st counterfactual reciprocal imperfective (present)
aux_1_ctr_rec_ipf_fut,iksoratho,iks.or.ˈaθ.o,auxiliary-form: 1st counterfactual reciprocal imperfective (future)
aux_1_ctr_rec_prf_pst,iksoralhe,iks.or.ˈaɬ.e,auxiliary-form: 1st counterfactual reciprocal perfect (past)
aux_1_ctr_rec_prf_prs,iksoralha,iks.or.ˈaɬ.a,auxiliary-form: 1st counterfactual reciprocal perfect (present)
aux_1_ctr_rec_prf_fut,iksoralho,iks.or.ˈaɬ.o,auxiliary-form: 1st counterfactual reciprocal perfect (future)
aux_1_ctr_rec_nea_pst,iksoratle,iks.or.ˈaƛ.e,auxiliary-form: 1st counterfactual reciprocal near (past)
aux_1_ctr_rec_nea_prs,iksoratla,iks.or.ˈaƛ.a,auxiliary-form: 1st counterfactual reciprocal near (present)
aux_1_ctr_rec_nea_fut,iksoratlo,iks.or.ˈaƛ.o,auxiliary-form: 1st counterfactual reciprocal near (future)
aux_1_ctr_rec_imm_pst,iksorake,iks.or.ˈak.e,auxiliary-form: 1st counterfactual reciprocal immediate (past)
aux_1_ctr_rec_imm_prs,iksoraka,iks.or.ˈak.a,auxiliary-form: 1st counterfactual reciprocal immediate (present)
aux_1_ctr_rec_imm_fut,iksorako,iks.or.ˈak.o,auxiliary-form: 1st counterfactual reciprocal immediate (future)
aux_1_ctr_rec_hab_pst,iksorame,iks.or.ˈam.e,auxiliary-form: 1st counterfactual reciprocal habitual (past)
aux_1_ctr_rec_hab_prs,iksorama,iks.or.ˈam.a,auxiliary-form: 1st counterfactual reciprocal habitual (present)
aux_1_ctr_rec_hab_fut,iksoramo,iks.or.ˈam.o,auxiliary-form: 1st counterfactual reciprocal habitual (future)
aux_1_ctr_rec_pro_pst,iksorase,iks.or.ˈas.e,auxiliary-form: 1st counterfactual reciprocal progressive (past)
aux_1_ctr_rec_pro_prs,iksorasa,iks.or.ˈas.a,auxiliary-form: 1st counterfactual reciprocal progressive (present)
aux_1_ctr_rec_pro_fut,iksoraso,iks.or.ˈas.o,auxiliary-form: 1st counterfactual reciprocal progressive (future)
aux_1_ctr_rec_cnt_pst,iksorashe,iks.or.ˈaʃ.e,auxiliary-form: 1st counterfactual reciprocal continuous (past)
aux_1_ctr_rec_cnt_prs,iksorasha,iks.or.ˈaʃ.a,auxiliary-form: 1st counterfactual reciprocal continuous (present)
aux_1_ctr_rec_cnt_fut,iksorasho,iks.or.ˈaʃ.o,auxiliary-form: 1st counterfactual reciprocal continuous (future)
aux_1_ctr_rec_itr_pst,iksorane,iks.or.ˈan.e,auxiliary-form: 1st counterfactual reciprocal iterative (past)
aux_1_ctr_rec_itr_prs,iksorana,iks.or.ˈan.a,auxiliary-form: 1st counterfactual reciprocal iterative (present)
aux_1_ctr_rec_itr_fut,iksorano,iks.or.ˈan.o,auxiliary-form: 1st counterfactual reciprocal iterative (future)
aux_1_ctr_rec_inc_pst,iksoraye,iks.or.ˈaj.e,auxiliary-form: 1st counterfactual reciprocal inceptive (past)
aux_1_ctr_rec_inc_prs,iksoraya,iks.or.ˈaj.a,auxiliary-form: 1st counterfactual reciprocal inceptive (present)
aux_1_ctr_rec_inc_fut,iksorayo,iks.or.ˈaj.o,auxiliary-form: 1st counterfactual reciprocal inceptive (future)
aux_1_ctr_rec_ces_pst,iksorape,iks.or.ˈap.e,auxiliary-form: 1st counterfactual reciprocal cessative (past)
aux_1_ctr_rec_ces_prs,iksorapa,iks.or.ˈap.a,auxiliary-form: 1st counterfactual reciprocal cessative (present)
aux_1_ctr_rec_ces_fut,iksorapo,iks.or.ˈap.o,auxiliary-form: 1st counterfactual reciprocal cessative (future)
aux_1_ctr_rec_rem_pst,iksorahe,iks.or.ˈah.e,auxiliary-form: 1st counterfactual reciprocal remote (past)
aux_1_ctr_rec_rem_prs,iksoraha,iks.or.ˈah.a,auxiliary-form: 1st counterfactual reciprocal remote (present)
aux_1_ctr_rec_rem_fut,iksoraho,iks.or.ˈah.o,auxiliary-form: 1st counterfactual reciprocal remote (future)
aux_1_opt_sim_pst,ilhefe,iɬ.ˈef.e,auxiliary-form: 1st optative simple (past)
aux_1_opt_sim_prs,ilhefa,iɬ.ˈef.a,auxiliary-form: 1st optative simple (present)
aux_1_opt_sim_fut,ilhefo,iɬ.ˈef.o,auxiliary-form: 1st optative simple (future)
aux_1_opt_ipf_pst,ilhethe,iɬ.ˈeθ.e,auxiliary-form: 1st optative imperfective (past)
aux_1_opt_ipf_prs,ilhetha,iɬ.ˈeθ.a,auxiliary-form: 1st optative imperfective (present)
aux_1_opt_ipf_fut,ilhetho,iɬ.ˈeθ.o,auxiliary-form: 1st optative imperfective (future)
aux_1_opt_prf_pst,ilhelhe,iɬ.ˈeɬ.e,auxiliary-form: 1st optative perfect (past)
aux_1_opt_prf_prs,ilhelha,iɬ.ˈeɬ.a,auxiliary-form: 1st optative perfect (present)
aux_1_opt_prf_fut,ilhelho,iɬ.ˈeɬ.o,auxiliary-form: 1st optative perfect (future)
aux_1_opt_nea_pst,ilhetle,iɬ.ˈeƛ.e,auxiliary-form: 1st optative near (past)
aux_1_opt_nea_prs,ilhetla,iɬ.ˈeƛ.a,auxiliary-form: 1st optative near (present)
aux_1_opt_nea_fut,ilhetlo,iɬ.ˈeƛ.o,auxiliary-form: 1st optative near (future)
aux_1_opt_imm_pst,ilheke,iɬ.ˈek.e,auxiliary-form: 1st optative immediate (past)
aux_1_opt_imm_prs,ilheka,iɬ.ˈek.a,auxiliary-form: 1st optative immediate (present)
aux_1_opt_imm_fut,ilheko,iɬ.ˈek.o,auxiliary-form: 1st optative immediate (future)
aux_1_opt_hab_pst,ilheme,iɬ.ˈem.e,auxiliary-form: 1st optative habitual (past)
aux_1_opt_hab_prs,ilhema,iɬ.ˈem.a,auxiliary-form: 1st optative habitual (present)
aux_1_opt_hab_fut,ilhemo,iɬ.ˈem.o,auxiliary-form: 1st optative habitual (future)
aux_1_opt_pro_pst,ilhese,iɬ.ˈes.e,auxiliary-form: 1st optative progressive (past)
aux_1_opt_pro_prs,ilhesa,iɬ.ˈes.a,auxiliary-form: 1st optative progressive (present)
aux_1_opt_pro_fut,ilheso,iɬ.ˈes.o,auxiliary-form: 1st optative progressive (future)
aux_1_opt_cnt_pst,ilheshe,iɬ.ˈeʃ.e,auxiliary-form: 1st optative continuous (past)
aux_1_opt_cnt_prs,ilhesha,iɬ.ˈeʃ.a,auxiliary-form: 1st optative continuous (present)
aux_1_opt_cnt_fut,ilhesho,iɬ.ˈeʃ.o,auxiliary-form: 1st optative continuous (future)
aux_1_opt_itr_pst,ilhene,iɬ.ˈen.e,auxiliary-form: 1st optative iterative (past)
aux_1_opt_itr_prs,ilhena,iɬ.ˈen.a,auxiliary-form: 1st optative iterative (present)
aux_1_opt_itr_fut,ilheno,iɬ.ˈen.o,auxiliary-form: 1st optative iterative (future)
aux_1_opt_inc_pst,ilheye,iɬ.ˈej.e,auxiliary-form: 1st optative inceptive (past)
aux_1_opt_inc_prs,ilheya,iɬ.ˈej.a,auxiliary-form: 1st optative inceptive (present)
aux_1_opt_inc_fut,ilheyo,iɬ.ˈej.o,auxiliary-form: 1st optative inceptive (future)
aux_1_opt_ces_pst,ilhepe,iɬ.ˈep.e,auxiliary-form: 1st optative cessative (past)
aux_1_opt_ces_prs,ilhepa,iɬ.ˈep.a,auxiliary-form: 1st optative cessative (present)
aux_1_opt_ces_fut,ilhepo,iɬ.ˈep.o,auxiliary-form: 1st optative cessative (future)
aux_1_opt_rem_pst,ilhehe,iɬ.ˈeh.e,auxiliary-form: 1st optative remote (past)
aux_1_opt_rem_prs,ilheha,iɬ.ˈeh.a,auxiliary-form: 1st optative remote (present)
aux_1_opt_rem_fut,ilheho,iɬ.ˈeh.o,auxiliary-form: 1st optative remote (future)
aux_1_opt_ref_sim_pst,ilhetefe,iɬ.et.ˈef.e,auxiliary-form: 1st optative reflexive simple (past)
aux_1_opt_ref_sim_prs,ilhetefa,iɬ.et.ˈef.a,auxiliary-form: 1st optative reflexive simple (present)
aux_1_opt_ref_sim_fut,ilhetefo,iɬ.et.ˈef.o,auxiliary-form: 1st optative reflexive simple (future)
aux_1_opt_ref_ipf_pst,ilhetethe,iɬ.et.ˈeθ.e,auxiliary-form: 1st optative reflexive imperfective (past)
aux_1_opt_ref_ipf_prs,ilhetetha,iɬ.et.ˈeθ.a,auxiliary-form: 1st optative reflexive imperfective (present)
aux_1_opt_ref_ipf_fut,ilhetetho,iɬ.et.ˈeθ.o,auxiliary-form: 1st optative reflexive imperfective (future)
aux_1_opt_ref_prf_pst,ilhetelhe,iɬ.et.ˈeɬ.e,auxiliary-form: 1st optative reflexive perfect (past)
aux_1_opt_ref_prf_prs,ilhetelha,iɬ.et.ˈeɬ.a,auxiliary-form: 1st optative reflexive perfect (present)
aux_1_opt_ref_prf_fut,ilhetelho,iɬ.et.ˈeɬ.o,auxiliary-form: 1st optative reflexive perfect (future)
aux_1_opt_ref_nea_pst,ilhetetle,iɬ.et.ˈeƛ.e,auxiliary-form: 1st optative reflexive near (past)
aux_1_opt_ref_nea_prs,ilhetetla,iɬ.et.ˈeƛ.a,auxiliary-form: 1st optative reflexive near (present)
aux_1_opt_ref_nea_fut,ilhetetlo,iɬ.et.ˈeƛ.o,auxiliary-form: 1st optative reflexive near (future)
aux_1_opt_ref_imm_pst,ilheteke,iɬ.et.ˈek.e,auxiliary-form: 1st optative reflexive immediate (past)
aux_1_opt_ref_imm_prs,ilheteka,iɬ.et.ˈek.a,auxiliary-form: 1st optative reflexive immediate (present)
aux_1_opt_ref_imm_fut,ilheteko,iɬ.et.ˈek.o,auxiliary-form: 1st optative reflexive immediate (future)
aux_1_opt_ref_hab_pst,ilheteme,iɬ.et.ˈem.e,auxiliary-form: 1st optative reflexive habitual (past)
aux_1_opt_ref_hab_prs,ilhetema,iɬ.et.ˈem.a,auxiliary-form: 1st optative reflexive habitual (present)
aux_1_opt_ref_hab_fut,ilhetemo,iɬ.et.ˈem.o,auxiliary-form: 1st optative reflexive habitual (future)
aux_1_opt_ref_pro_pst,ilhetese,iɬ.et.ˈes.e,auxiliary-form: 1st optative reflexive progressive (past)
aux_1_opt_ref_pro_prs,ilhetesa,iɬ.et.ˈes.a,auxiliary-form: 1st optative reflexive progressive (present)
aux_1_opt_ref_pro_fut,ilheteso,iɬ.et.ˈes.o,auxiliary-form: 1st optative reflexive progressive (future)
aux_1_opt_ref_cnt_pst,ilheteshe,iɬ.et.ˈeʃ.e,auxiliary-form: 1st optative reflexive continuous (past)
aux_1_opt_ref_cnt_prs,ilhetesha,iɬ.et.ˈeʃ.a,auxiliary-form: 1st optative reflexive continuous (present)
aux_1_opt_ref_cnt_fut,ilhetesho,iɬ.et.ˈeʃ.o,auxiliary-form: 1st optative reflexive continuous (future)
aux_1_opt_ref_itr_pst,ilhetene,iɬ.et.ˈen.e,auxiliary-form: 1st optative reflexive iterative (past)
aux_1_opt_ref_itr_prs,ilhetena,iɬ.et.ˈen.a,auxiliary-form: 1st optative reflexive iterative (present)
aux_1_opt_ref_itr_fut,ilheteno,iɬ.et.ˈen.o,auxiliary-form: 1st optative reflexive iterative (future)
aux_1_opt_ref_inc_pst,ilheteye,iɬ.et.ˈej.e,auxiliary-form: 1st optative reflexive inceptive (past)
aux_1_opt_ref_inc_prs,ilheteya,iɬ.et.ˈej.a,auxiliary-form: 1st optative reflexive inceptive (present)
aux_1_opt_ref_inc_fut,ilheteyo,iɬ.et.ˈej.o,auxiliary-form: 1st optative reflexive inceptive (future)
aux_1_opt_ref_ces_pst,ilhetepe,iɬ.et.ˈep.e,auxiliary-form: 1st optative reflexive cessative (past)
aux_1_opt_ref_ces_prs,ilhetepa,iɬ.et.ˈep.a,auxiliary-form: 1st optative reflexive cessative (present)
aux_1_opt_ref_ces_fut,ilhetepo,iɬ.et.ˈep.o,auxiliary-form: 1st optative reflexive cessative (future)
aux_1_opt_ref_rem_pst,ilhetehe,iɬ.et.ˈeh.e,auxiliary-form: 1st optative reflexive remote (past)
aux_1_opt_ref_rem_prs,ilheteha,iɬ.et.ˈeh.a,auxiliary-form: 1st optative reflexive remote (present)
aux_1_opt_ref_rem_fut,ilheteho,iɬ.et.ˈeh.o,auxiliary-form: 1st optative reflexive remote (future)
aux_1_opt_pas_sim_pst,ilhepafe,iɬ.ep.ˈaf.e,auxiliary-form: 1st optative passive simple (past)
aux_1_opt_pas_sim_prs,ilhepafa,iɬ.ep.ˈaf.a,auxiliary-form: 1st optative passive simple (present)
aux_1_opt_pas_sim_fut,ilhepafo,iɬ.ep.ˈaf.o,auxiliary-form: 1st optative passive simple (future)
aux_1_opt_pas_ipf_pst,ilhepathe,iɬ.ep.ˈaθ.e,auxiliary-form: 1st optative passive imperfective (past)
aux_1_opt_pas_ipf_prs,ilhepatha,iɬ.ep.ˈaθ.a,auxiliary-form: 1st optative passive imperfective (present)
aux_1_opt_pas_ipf_fut,ilhepatho,iɬ.ep.ˈaθ.o,auxiliary-form: 1st optative passive imperfective (future)
aux_1_opt_pas_prf_pst,ilhepalhe,iɬ.ep.ˈaɬ.e,auxiliary-form: 1st optative passive perfect (past)
aux_1_opt_pas_prf_prs,ilhepalha,iɬ.ep.ˈaɬ.a,auxiliary-form: 1st optative passive perfect (present)
aux_1_opt_pas_prf_fut,ilhepalho,iɬ.ep.ˈaɬ.o,auxiliary-form: 1st optative passive perfect (future)
aux_1_opt_pas_nea_pst,ilhepatle,iɬ.ep.ˈaƛ.e,auxiliary-form: 1st optative passive near (past)
aux_1_opt_pas_nea_prs,ilhepatla,iɬ.ep.ˈaƛ.a,auxiliary-form: 1st optative passive near (present)
aux_1_opt_pas_nea_fut,ilhepatlo,iɬ.ep.ˈaƛ.o,auxiliary-form: 1st optative passive near (future)
aux_1_opt_pas_imm_pst,ilhepake,iɬ.ep.ˈak.e,auxiliary-form: 1st optative passive immediate (past)
aux_1_opt_pas_imm_prs,ilhepaka,iɬ.ep.ˈak.a,auxiliary-form: 1st optative passive immediate (present)
aux_1_opt_pas_imm_fut,ilhepako,iɬ.ep.ˈak.o,auxiliary-form: 1st optative passive immediate (future)
aux_1_opt_pas_hab_pst,ilhepame,iɬ.ep.ˈam.e,auxiliary-form: 1st optative passive habitual (past)
aux_1_opt_pas_hab_prs,ilhepama,iɬ.ep.ˈam.a,auxiliary-form: 1st optative passive habitual (present)
aux_1_opt_pas_hab_fut,ilhepamo,iɬ.ep.ˈam.o,auxiliary-form: 1st optative passive habitual (future)
aux_1_opt_pas_pro_pst,ilhepase,iɬ.ep.ˈas.e,auxiliary-form: 1st optative passive progressive (past)
aux_1_opt_pas_pro_prs,ilhepasa,iɬ.ep.ˈas.a,auxiliary-form: 1st optative passive progressive (present)
aux_1_opt_pas_pro_fut,ilhepaso,iɬ.ep.ˈas.o,auxiliary-form: 1st optative passive progressive (future)
aux_1_opt_pas_cnt_pst,ilhepashe,iɬ.ep.ˈaʃ.e,auxiliary-form: 1st optative passive continuous (past)
aux_1_opt_pas_cnt_prs,ilhepasha,iɬ.ep.ˈaʃ.a,auxiliary-form: 1st optative passive continuous (present)
aux_1_opt_pas_cnt_fut,ilhepasho,iɬ.ep.ˈaʃ.o,auxiliary-form: 1st optative passive continuous (future)
aux_1_opt_pas_itr_pst,ilhepane,iɬ.ep.ˈan.e,auxiliary-form: 1st optative passive iterative (past)
aux_1_opt_pas_itr_prs,ilhepana,iɬ.ep.ˈan.a,auxiliary-form: 1st optative passive iterative (present)
aux_1_opt_pas_itr_fut,ilhepano,iɬ.ep.ˈan.o,auxiliary-form: 1st optative passive iterative (future)
aux_1_opt_pas_inc_pst,ilhepaye,iɬ.ep.ˈaj.e,auxiliary-form: 1st optative passive inceptive (past)
aux_1_opt_pas_inc_prs,ilhepaya,iɬ.ep.ˈaj.a,auxiliary-form: 1st optative passive inceptive (present)
aux_1_opt_pas_inc_fut,ilhepayo,iɬ.ep.ˈaj.o,auxiliary-form: 1st optative passive inceptive (future)
aux_1_opt_pas_ces_pst,ilhepape,iɬ.ep.ˈap.e,auxiliary-form: 1st optative passive cessative (past)
aux_1_opt_pas_ces_prs,ilhepapa,iɬ.ep.ˈap.a,auxiliary-form: 1st optative passive cessative (present)
aux_1_opt_pas_ces_fut,ilhepapo,iɬ.ep.ˈap.o,auxiliary-form: 1st optative passive cessative (future)
aux_1_opt_pas_rem_pst,ilhepahe,iɬ.ep.ˈah.e,auxiliary-form: 1st optative passive remote (past)
aux_1_opt_pas_rem_prs,ilhepaha,iɬ.ep.ˈah.a,auxiliary-form: 1st optative passive remote (present)
aux_1_opt_pas_rem_fut,ilhepaho,iɬ.ep.ˈah.o,auxiliary-form: 1st optative passive remote (future)
aux_1_opt_mid_sim_pst,ilhemofe,iɬ.em.ˈof.e,auxiliary-form: 1st optative middle simple (past)
aux_1_opt_mid_sim_prs,ilhemofa,iɬ.em.ˈof.a,auxiliary-form: 1st optative middle simple (present)
aux_1_opt_mid_sim_fut,ilhemofo,iɬ.em.ˈof.o,auxiliary-form: 1st optative middle simple (future)
aux_1_opt_mid_ipf_pst,ilhemothe,iɬ.em.ˈoθ.e,auxiliary-form: 1st optative middle imperfective (past)
aux_1_opt_mid_ipf_prs,ilhemotha,iɬ.em.ˈoθ.a,auxiliary-form: 1st optative middle imperfective (present)
aux_1_opt_mid_ipf_fut,ilhemotho,iɬ.em.ˈoθ.o,auxiliary-form: 1st optative middle imperfective (future)
aux_1_opt_mid_prf_pst,ilhemolhe,iɬ.em.ˈoɬ.e,auxiliary-form: 1st optative middle perfect (past)
aux_1_opt_mid_prf_prs,ilhemolha,iɬ.em.ˈoɬ.a,auxiliary-form: 1st optative middle perfect (present)
aux_1_opt_mid_prf_fut,ilhemolho,iɬ.em.ˈoɬ.o,auxiliary-form: 1st optative middle perfect (future)
aux_1_opt_mid_nea_pst,ilhemotle,iɬ.em.ˈoƛ.e,auxiliary-form: 1st optative middle near (past)
aux_1_opt_mid_nea_prs,ilhemotla,iɬ.em.ˈoƛ.a,auxiliary-form: 1st optative middle near (present)
aux_1_opt_mid_nea_fut,ilhemotlo,iɬ.em.ˈoƛ.o,auxiliary-form: 1st optative middle near (future)
aux_1_opt_mid_imm_pst,ilhemoke,iɬ.em.ˈok.e,auxiliary-form: 1st optative middle immediate (past)
aux_1_opt_mid_imm_prs,ilhemoka,iɬ.em.ˈok.a,auxiliary-form: 1st optative middle immediate (present)
aux_1_opt_mid_imm_fut,ilhemoko,iɬ.em.ˈok.o,auxiliary-form: 1st optative middle immediate (future)
aux_1_opt_mid_hab_pst,ilhemome,iɬ.em.ˈom.e,auxiliary-form: 1st optative middle habitual (past)
aux_1_opt_mid_hab_prs,ilhemoma,iɬ.em.ˈom.a,auxiliary-form: 1st optative middle habitual (present)
aux_1_opt_mid_hab_fut,ilhemomo,iɬ.em.ˈom.o,auxiliary-form: 1st optative middle habitual (future)
aux_1_opt_mid_pro_pst,ilhemose,iɬ.em.ˈos.e,auxiliary-form: 1st optative middle progressive (past)
aux_1_opt_mid_pro_prs,ilhemosa,iɬ.em.ˈos.a,auxiliary-form: 1st optative middle progressive (present)
aux_1_opt_mid_pro_fut,ilhemoso,iɬ.em.ˈos.o,auxiliary-form: 1st optative middle progressive (future)
aux_1_opt_mid_cnt_pst,ilhemoshe,iɬ.em.ˈoʃ.e,auxiliary-form: 1st optative middle continuous (past)
aux_1_opt_mid_cnt_prs,ilhemosha,iɬ.em.ˈoʃ.a,auxiliary-form: 1st optative middle continuous (present)
aux_1_opt_mid_cnt_fut,ilhemosho,iɬ.em.ˈoʃ.o,auxiliary-form: 1st optative middle continuous (future)
aux_1_opt_mid_itr_pst,ilhemone,iɬ.em.ˈon.e,auxiliary-form: 1st optative middle iterative (past)
aux_1_opt_mid_itr_prs,ilhemona,iɬ.em.ˈon.a,auxiliary-form: 1st optative middle iterative (present)
aux_1_opt_mid_itr_fut,ilhemono,iɬ.em.ˈon.o,auxiliary-form: 1st optative middle iterative (future)
aux_1_opt_mid_inc_pst,ilhemoye,iɬ.em.ˈoj.e,auxiliary-form: 1st optative middle inceptive (past)
aux_1_opt_mid_inc_prs,ilhemoya,iɬ.em.ˈoj.a,auxiliary-form: 1st optative middle inceptive (present)
aux_1_opt_mid_inc_fut,ilhemoyo,iɬ.em.ˈoj.o,auxiliary-form: 1st optative middle inceptive (future)
aux_1_opt_mid_ces_pst,ilhemope,iɬ.em.ˈop.e,auxiliary-form: 1st optative middle cessative (past)
aux_1_opt_mid_ces_prs,ilhemopa,iɬ.em.ˈop.a,auxiliary-form: 1st optative middle cessative (present)
aux_1_opt_mid_ces_fut,ilhemopo,iɬ.em.ˈop.o,auxiliary-form: 1st optative middle cessative (future)
aux_1_opt_mid_rem_pst,ilhemohe,iɬ.em.ˈoh.e,auxiliary-form: 1st optative middle remote (past)
aux_1_opt_mid_rem_prs,ilhemoha,iɬ.em.ˈoh.a,auxiliary-form: 1st optative middle remote (present)
aux_1_opt_mid_rem_fut,ilhemoho,iɬ.em.ˈoh.o,auxiliary-form: 1st optative middle remote (future)
aux_1_opt_cau_sim_pst,ilhekefe,iɬ.ek.ˈef.e,auxiliary-form: 1st optative causative simple (past)
aux_1_opt_cau_sim_prs,ilhekefa,iɬ.ek.ˈef.a,auxiliary-form: 1st optative causative simple (present)
